x-axis                	strain                 
-1.9994000000000003   	25.76666666666667      
-1.9987500000000002   	26.144444444444446     
-1.9981000000000002   	27.900000000000002     
-1.9974500000000002   	24.700000000000003     
-1.9968000000000001   	31.455555555555552     
-1.99615              	37.06666666666667      
-1.9955000000000003   	27.666666666666664     
-1.9948500000000002   	32.23333333333333      
-1.9942000000000002   	29.133333333333333     
-1.9935500000000002   	32.022222222222226     
-1.9929000000000001   	32.16666666666667      
-1.99225              	26.98888888888889      
-1.9916000000000003   	24.833333333333336     
-1.9909500000000002   	28.599999999999998     
-1.9903000000000002   	29.21111111111111      
-1.9896500000000001   	26.488888888888894     
-1.989                	21.488888888888887     
-1.9883500000000003   	26.133333333333336     
-1.9877000000000002   	26.011111111111106     
-1.9870500000000002   	30.399999999999995     
-1.9864000000000002   	30.555555555555557     
-1.9857500000000001   	30.666666666666668     
-1.9851               	28.166666666666668     
-1.9844500000000003   	29.61111111111111      
-1.9838000000000002   	27.0                   
-1.9831500000000002   	29.166666666666668     
-1.9825000000000002   	31.422222222222224     
-1.9818500000000001   	33.37777777777777      
-1.9812               	32.74444444444445      
-1.9805500000000003   	24.211111111111112     
-1.9799000000000002   	23.411111111111108     
-1.9792500000000002   	28.72222222222222      
-1.9786000000000001   	30.366666666666667     
-1.97795              	31.34444444444445      
-1.9773000000000003   	26.42222222222222      
-1.9766500000000002   	30.62222222222222      
-1.9760000000000002   	33.333333333333336     
-1.9753500000000002   	30.72222222222223      
-1.9747000000000001   	26.833333333333332     
-1.97405              	25.044444444444444     
-1.9734000000000003   	26.911111111111115     
-1.9727500000000002   	27.5                   
-1.9721000000000002   	26.2                   
-1.9714500000000001   	25.51111111111111      
-1.9708               	21.233333333333334     
-1.9701500000000003   	24.566666666666666     
-1.9695000000000003   	24.71111111111111      
-1.9688500000000002   	19.977777777777774     
-1.9682000000000002   	25.4                   
-1.9675500000000001   	24.633333333333336     
-1.9669               	25.4                   
-1.9662500000000003   	20.433333333333334     
-1.9656000000000002   	22.500000000000004     
-1.9649500000000002   	26.36666666666666      
-1.9643000000000002   	30.144444444444446     
-1.9636500000000001   	31.855555555555554     
-1.963                	23.833333333333332     
-1.9623500000000003   	26.622222222222224     
-1.9617000000000002   	25.900000000000002     
-1.9610500000000002   	26.288888888888884     
-1.9604000000000001   	27.06666666666667      
-1.95975              	24.12222222222222      
-1.9591000000000003   	23.42222222222222      
-1.9584500000000002   	28.033333333333335     
-1.9578000000000002   	25.72222222222222      
-1.9571500000000002   	28.08888888888889      
-1.9565000000000001   	26.27777777777778      
-1.95585              	22.87777777777778      
-1.9552000000000003   	25.38888888888889      
-1.9545500000000002   	27.37777777777778      
-1.9539000000000002   	23.077777777777776     
-1.9532500000000002   	19.03333333333333      
-1.9526000000000001   	21.700000000000003     
-1.95195              	21.07777777777778      
-1.9513000000000003   	22.766666666666666     
-1.9506500000000002   	22.299999999999997     
-1.9500000000000002   	22.788888888888888     
-1.9493500000000001   	24.42222222222222      
-1.9487               	26.177777777777777     
-1.9480500000000003   	24.266666666666666     
-1.9474000000000002   	22.422222222222224     
-1.9467500000000002   	22.288888888888888     
-1.9461000000000002   	17.12222222222222      
-1.9454500000000001   	17.655555555555555     
-1.9448               	22.922222222222228     
-1.9441500000000003   	26.033333333333335     
-1.9435000000000002   	23.888888888888893     
-1.9428500000000002   	25.28888888888889      
-1.9422000000000001   	25.75555555555556      
-1.94155              	23.799999999999997     
-1.9409000000000003   	22.000000000000004     
-1.9402500000000003   	22.477777777777774     
-1.9396000000000002   	22.444444444444443     
-1.9389500000000002   	23.866666666666667     
-1.9383000000000001   	21.51111111111111      
-1.93765              	22.799999999999997     
-1.9370000000000003   	23.088888888888892     
-1.9363500000000002   	21.099999999999998     
-1.9357000000000002   	22.46666666666667      
-1.9350500000000002   	25.666666666666668     
-1.9344000000000001   	20.07777777777778      
-1.93375              	19.866666666666664     
-1.9331000000000003   	23.03333333333334      
-1.9324500000000002   	26.599999999999998     
-1.9318000000000002   	22.644444444444446     
-1.9311500000000001   	18.788888888888888     
-1.9305               	21.62222222222222      
-1.9298500000000003   	23.51111111111111      
-1.9292000000000002   	23.977777777777778     
-1.9285500000000002   	20.799999999999997     
-1.9279000000000002   	20.055555555555557     
-1.9272500000000001   	21.011111111111113     
-1.9266               	21.27777777777778      
-1.9259500000000003   	20.17777777777778      
-1.9253000000000002   	20.899999999999995     
-1.9246500000000002   	23.444444444444443     
-1.9240000000000002   	21.955555555555556     
-1.9233500000000001   	25.86666666666666      
-1.9227               	18.166666666666664     
-1.9220500000000003   	14.866666666666667     
-1.9214000000000002   	20.055555555555557     
-1.9207500000000002   	19.95555555555556      
-1.9201000000000001   	19.633333333333333     
-1.91945              	21.977777777777778     
-1.9188000000000003   	19.255555555555556     
-1.9181500000000002   	21.666666666666668     
-1.9175000000000002   	21.055555555555557     
-1.9168500000000002   	20.177777777777774     
-1.9162000000000001   	17.866666666666667     
-1.91555              	16.266666666666666     
-1.9149000000000003   	20.21111111111111      
-1.9142500000000002   	20.900000000000002     
-1.9136000000000002   	20.65555555555556      
-1.9129500000000002   	20.700000000000003     
-1.9123               	23.255555555555556     
-1.91165              	24.944444444444443     
-1.9110000000000003   	20.733333333333334     
-1.9103500000000002   	20.866666666666667     
-1.9097000000000002   	18.611111111111107     
-1.9090500000000001   	19.833333333333332     
-1.9084               	20.27777777777778      
-1.9077500000000003   	18.322222222222223     
-1.9071000000000002   	17.233333333333334     
-1.9064500000000002   	18.98888888888889      
-1.9058000000000002   	17.777777777777782     
