x-axis                	strain                 
-1.9999999999999996   	41.82222222222222      
-1.9993499999999997   	43.74444444444443      
-1.9986999999999995   	41.8                   
-1.9980499999999997   	41.08888888888889      
-1.9973999999999994   	40.74444444444444      
-1.9967499999999996   	39.25555555555556      
-1.9960999999999998   	39.48888888888889      
-1.9954499999999995   	38.67777777777778      
-1.9947999999999997   	41.8111111111111       
-1.9941499999999994   	38.67777777777778      
-1.9934999999999996   	38.16666666666666      
-1.9928499999999998   	39.07777777777778      
-1.9921999999999995   	37.06666666666667      
-1.9915499999999997   	36.24444444444444      
-1.9908999999999994   	37.23333333333333      
-1.9902499999999996   	35.66666666666666      
-1.9895999999999998   	38.988888888888894     
-1.9889499999999996   	37.74444444444444      
-1.9882999999999997   	39.511111111111106     
-1.9876499999999995   	38.86666666666666      
-1.9869999999999997   	37.34444444444444      
-1.9863499999999994   	37.32222222222222      
-1.9856999999999996   	35.477777777777774     
-1.9850499999999998   	34.68888888888888      
-1.9843999999999995   	35.4                   
-1.9837499999999997   	36.05555555555556      
-1.9830999999999994   	34.888888888888886     
-1.9824499999999996   	36.44444444444444      
-1.9817999999999998   	34.4                   
-1.9811499999999995   	34.9                   
-1.9804999999999997   	32.53333333333333      
-1.9798499999999994   	31.24444444444445      
-1.9791999999999996   	34.91111111111111      
-1.9785499999999998   	33.144444444444446     
-1.9778999999999995   	32.488888888888894     
-1.9772499999999997   	33.3                   
-1.9765999999999995   	35.211111111111116     
-1.9759499999999997   	32.41111111111111      
-1.9752999999999994   	33.42222222222223      
-1.9746499999999996   	32.17777777777778      
-1.9739999999999998   	32.47777777777778      
-1.9733499999999995   	30.077777777777776     
-1.9726999999999997   	34.300000000000004     
-1.9720499999999994   	33.4                   
-1.9713999999999996   	31.94444444444444      
-1.9707499999999998   	29.77777777777778      
-1.9700999999999995   	29.72222222222222      
-1.9694499999999997   	28.799999999999997     
-1.9687999999999994   	28.0                   
-1.9681499999999996   	29.077777777777776     
-1.9674999999999998   	29.755555555555556     
-1.9668499999999995   	28.12222222222222      
-1.9661999999999997   	24.87777777777778      
-1.9655499999999995   	23.811111111111106     
-1.9648999999999996   	26.877777777777776     
-1.9642499999999998   	22.766666666666666     
-1.9635999999999996   	23.866666666666667     
-1.9629499999999998   	21.755555555555556     
-1.9622999999999995   	21.933333333333337     
-1.9616499999999997   	21.799999999999997     
-1.9609999999999994   	20.933333333333334     
-1.9603499999999996   	20.522222222222222     
-1.9596999999999998   	22.566666666666666     
-1.9590499999999995   	19.03333333333333      
-1.9583999999999997   	17.755555555555553     
-1.9577499999999994   	17.400000000000002     
-1.9570999999999996   	14.399999999999999     
-1.9564499999999998   	14.58888888888889      
-1.9557999999999995   	15.13333333333333      
-1.9551499999999997   	14.411111111111113     
-1.9544999999999995   	13.866666666666665     
-1.9538499999999996   	12.31111111111111      
-1.9531999999999998   	13.066666666666668     
-1.9525499999999996   	13.522222222222222     
-1.9518999999999997   	10.88888888888889      
-1.9512499999999995   	11.866666666666667     
-1.9505999999999997   	8.100000000000001      
-1.9499499999999994   	8.81111111111111       
-1.9492999999999996   	11.68888888888889      
-1.9486499999999998   	11.177777777777777     
-1.9479999999999995   	11.81111111111111      
-1.9473499999999997   	9.088888888888889      
-1.9466999999999994   	9.466666666666667      
-1.9460499999999996   	7.288888888888888      
-1.9453999999999998   	7.7333333333333325     
-1.9447499999999995   	7.933333333333334      
-1.9440999999999997   	8.333333333333334      
-1.9434499999999995   	8.655555555555555      
-1.9427999999999996   	11.477777777777778     
-1.9421499999999998   	7.388888888888889      
-1.9414999999999996   	6.155555555555556      
-1.9408499999999997   	7.1000000000000005     
-1.9401999999999995   	7.666666666666667      
-1.9395499999999997   	5.8                    
-1.9388999999999994   	6.288888888888889      
-1.9382499999999996   	3.755555555555555      
-1.9375999999999998   	5.811111111111111      
-1.9369499999999995   	5.344444444444443      
-1.9362999999999997   	5.022222222222222      
-1.9356499999999994   	6.477777777777777      
-1.9349999999999996   	4.011111111111111      
-1.9343499999999998   	5.511111111111109      
-1.9336999999999995   	1.8111111111111111     
-1.9330499999999997   	3.5000000000000004     
-1.9323999999999995   	2.9222222222222225     
-1.9317499999999996   	2.6444444444444444     
-1.9310999999999998   	2.3666666666666667     
-1.9304499999999996   	6.033333333333334      
-1.9297999999999997   	6.033333333333333      
-1.9291499999999995   	4.099999999999999      
-1.9284999999999997   	0.9333333333333333     
-1.9278499999999994   	4.066666666666666      
-1.9271999999999996   	4.188888888888888      
-1.9265499999999998   	2.666666666666666      
-1.9258999999999995   	3.0777777777777775     
-1.9252499999999997   	0.8999999999999999     
-1.9245999999999994   	4.755555555555556      
-1.9239499999999996   	0.5333333333333333     
-1.9232999999999998   	5.677777777777779      
-1.9226499999999995   	0.4222222222222222     
-1.9219999999999997   	1.0666666666666669     
-1.9213499999999994   	3.7333333333333334     
-1.9206999999999996   	3.1777777777777776     
-1.9200499999999998   	3.344444444444444      
-1.9193999999999996   	2.2222222222222223     
-1.9187499999999997   	-0.24444444444444446   
-1.9180999999999995   	0.2999999999999998     
-1.9174499999999997   	2.066666666666667      
-1.9167999999999994   	4.155555555555555      
-1.9161499999999996   	4.0777777777777775     
-1.9154999999999998   	2.822222222222222      
-1.9148499999999995   	2.644444444444444      
-1.9141999999999997   	-1.5333333333333332    
-1.9135499999999994   	2.7                    
-1.9128999999999996   	2.8666666666666667     
-1.9122499999999998   	2.8222222222222215     
-1.9115999999999995   	5.333333333333334      
-1.9109499999999997   	2.8                    
-1.9102999999999994   	3.1                    
